Stock,Name,YEAR,OWN,FORN,BIG4,SIZE,LEV,CUR,GRW,ROA,ROE,CFO,PPE,AGE,INVREC,MB,TQ,LOSS
80,하이트진로,2011,0.5143,0.2036,1,27.90553763,0.563581804,0.400859667,0.39594136,0.045649935,0.104601357,0.168516334,0.597977242,4.060443011,0.420607367,1.264230981,1.10629835,0
80,하이트진로,2012,0.578,0.1579,1,28.86523964,0.597706714,0.537770034,0.700119116,0.03717777,0.092414592,0.031476257,0.377177026,4.077537444,0.176706539,1.501595737,1.203626317,0
80,하이트진로(주),2013,0.5816,0.1705,1,28.87369407,0.594042967,0.453906602,-0.02734476,0.024344226,0.059967494,0.07278925,0.362364607,4.094344562,0.170996459,1.098596331,1.040836869,0
80,하이트진로(주),2014,0.5812,0.1661,1,28.85439601,0.585817558,0.514907826,-0.014181802,0.00919674,0.022204563,0.074722233,0.358699192,4.110873864,0.16627568,1.187651804,1.077962862,0
80,하이트진로(주),2015,0.5811,0.1252,1,28.8263506,0.584534441,0.505754041,0.035877936,0.014299983,0.034419177,0.085610534,0.360482678,4.127134385,0.178071816,1.206631072,1.084229606,0
80,하이트진로(주),2016,0.5382,0.1177,1,28.83596025,0.592367185,0.526730039,-0.015668824,0.014507176,0.035588832,0.050273372,0.359999511,4.143134726,0.174662982,1.111308568,1.045184799,0
80,하이트진로(주),2017,0.5382,0.1951,1,28.81894832,0.59405821,0.612187686,0.016941952,0.005677974,0.013987162,0.104553916,0.354879434,4.158883083,0.186200706,1.328528079,1.12280895,0
80,하이트진로(주),2018,0.5382,0.1242,1,28.85580062,0.62618431,0.592438272,-0.004384948,0.007320073,0.019582038,0.040887922,0.336694883,4.17438727,0.16655831,0.957127042,0.984276761,0
80,하이트진로(주),2019,0.5381,0.0973,1,28.82999134,0.633259771,0.553460315,0.104080033,-0.012268502,-0.03345284,0.004567726,0.341967885,4.189654742,0.150784053,1.880072996,1.303979763,0
80,하이트진로(주),2020,0.5381,0.0878,1,28.77269694,0.654597102,0.517401552,0.119739809,0.016640943,0.048178354,0.111112231,0.349475958,4.204692619,0.153438938,2.051479443,1.369201574,1
80,하이트진로(주),2021,0.5381,0.0405,1,28.76275484,0.648874187,0.56488559,-0.035226298,0.023391552,0.066618718,0.198636163,0.332870511,4.219507705,0.148538636,1.903762745,1.292544877,0
80,하이트진로(주),2022,0.5381,0.1339,1,28.86396939,0.676303456,0.677430756,0.123950434,0.019481524,0.06018453,-0.029056353,0.288346641,4.234106505,0.158874639,1.54168483,1.202589155,0
80,하이트진로,2023,0.5381,0.1058,1,28.76493372,0.626001794,0.634881667,0.011064462,0.006861225,0.018345609,0.049335827,0.311022123,4.248495242,0.18663026,1.448775833,1.1573277,0
100,유한양행,2011,0.1563,0.3501,1,27.85775057,0.140727864,4.403173673,0.028226354,0.066244393,0.077093612,0.057781751,0.098676339,4.454347296,0.198933314,1.307012171,1.26485381,0
100,유한양행,2012,0.1562,0.2597,1,27.86301565,0.137318209,4.444755338,0.142500338,0.055168164,0.063949609,0.061454458,0.096246412,4.465908119,0.210850517,1.673557702,1.577398281,0
100,(주)유한양행,2013,0.1556,0.246,1,27.9273149,0.14276345,4.015208968,0.221317267,0.053452109,0.062353978,0.064393178,0.091197108,4.477336814,0.222992983,1.774774858,1.654960096,0
100,(주)유한양행,2014,0.1556,0.2483,1,27.96036686,0.154644619,3.455497939,0.082188061,0.058574164,0.069289397,0.06458631,0.090174829,4.48863637,0.238321082,1.559224049,1.465734222,0
100,(주)유한양행,2015,0.1552,0.3218,1,28.00653335,0.167177765,3.814674639,0.111842512,0.073835232,0.088656653,0.092959704,0.087681166,4.49980967,0.236370903,2.363623232,2.106592623,0
100,(주)유한양행,2016,0.1552,0.29,1,28.09123627,0.188490929,3.366123931,0.170465645,0.077252842,0.095196523,0.059573752,0.092756271,4.510859507,0.219197408,1.599729681,1.491206458,0
100,(주)유한양행,2017,0.1552,0.2379,1,28.16052772,0.180953563,3.611048317,0.106682971,0.065209735,0.079616652,0.028573504,0.097831408,4.521788577,0.236133507,1.716966553,1.58926608,0
100,(주)유한양행,2018,0.1557,0.2187,1,28.22459954,0.178112176,3.803845451,0.037725934,0.045012746,0.054767506,0.044699489,0.091989977,4.532599493,0.260843201,1.606416312,1.490898579,0
100,(주)유한양행,2019,0.156,0.2036,1,28.28335957,0.190492456,3.342929318,-0.028873408,0.02810034,0.034712882,0.01942046,0.078553801,4.543294782,0.279206381,1.919680783,1.7493294,0
100,(주)유한양행,2020,0.1566,0.203,1,28.28955877,0.185228816,3.220442837,0.071539244,0.100058692,0.12280588,0.024682524,0.073916033,4.553876892,0.324122667,2.868510443,2.528394072,0
100,(주)유한양행,2021,0.1574,0.1689,1,28.39177068,0.182025405,3.568398274,0.035838307,0.053211198,0.065052385,0.049549816,0.068725566,4.564348191,0.298650778,2.34758055,2.133010097,0
100,(주)유한양행,2022,0.1581,0.1933,1,28.42016835,0.15922644,3.360516795,0.062945067,0.059174673,0.070381225,0.048798922,0.069486643,4.574710979,0.302567303,2.158252952,1.988353536,0
100,유한양행,2023,0.1586,0.1926,1,28.4527736,0.146685934,3.23171304,0.047914225,0.04111246,0.048179752,0.05616772,0.063646215,4.584967479,0.313112925,2.658018535,2.36866679,0
120,CJ대한통운,2011,0.4016,0.0267,1,28.73784261,0.274464698,1.144273323,0.069788614,0.017602943,0.024262007,0.018697487,0.142540598,4.406719247,0.162017011,0.76942686,0.825022879,0
120,CJ대한통운,2012,0.4016,0.0347,1,28.70607802,0.241120969,1.779839525,0.110846248,0.024525761,0.032318406,0.0172164,0.168891902,4.418840608,0.150635931,1.000693646,1.000535007,0
120,씨제이대한통운(주),2013,0.4016,0.0496,1,28.7197137,0.228702989,1.299103304,0.361871125,-0.016252503,-0.021071653,-0.026221953,0.249815513,4.430816799,0.292990564,1.019847637,1.011708919,0
120,씨제이대한통운(주),2014,0.4016,0.106,1,28.96381866,0.410059788,1.742752491,0.201434186,0.008512005,0.01442859,0.055575772,0.190073594,4.442651256,0.232230591,1.985230808,1.597778517,1
120,씨제이대한통운(주),2015,0.4016,0.1052,1,28.94260273,0.39326043,2.007263072,0.068548971,-0.003332741,-0.005492869,0.056319998,0.187622085,4.454347296,0.22244151,1.910624169,1.555855773,0
120,씨제이대한통운(주),2016,0.4016,0.1431,1,28.94903248,0.389588161,0.939003672,0.111955709,0.004973748,0.008148183,0.037740099,0.186648038,4.465908119,0.228414969,1.775030592,1.421389457,1
120,씨제이대한통운(주),2017,0.4016,0.1594,1,29.0734808,0.45629313,1.144106926,0.070658265,0.004708966,0.008660854,0.064585289,0.189454704,4.477336814,0.204259426,1.375943358,1.184637418,0
120,씨제이대한통운(주),2018,0.4016,0.1486,1,29.18411497,0.508869053,0.867559996,0.200329672,0.007813574,0.01590935,0.016581034,0.319472442,4.48863637,0.204565341,1.470864793,1.208780418,0
120,씨제이대한통운(주),2019,0.4016,0.1963,1,29.39599884,0.55660219,0.683384677,0.05908341,-0.000841486,-0.001897812,0.11734774,0.262591807,4.49980967,0.133105857,1.213614576,1.093383804,0
120,씨제이대한통운(주),2020,0.4016,0.2114,1,29.527845,0.562839736,0.741733474,0.051520886,0.014336607,0.032794855,0.055983344,0.246458224,4.510859507,0.12548876,1.156039661,1.070575111,1
120,씨제이대한통운(주),2021,0.4017,0.2123,1,29.60797141,0.547710432,0.711894742,0.114260829,0.012987889,0.028715872,0.033646308,0.242598229,4.521788577,0.136964725,0.841240909,0.923481329,0
120,씨제이대한통운(주),2022,0.4017,0.1683,1,29.58957987,0.518020225,0.771271138,0.062883863,0.028293597,0.058702871,0.068472065,0.251110104,4.532599493,0.144617198,0.623773792,0.835244174,0
120,CJ대한통운,2023,0.4018,0.1277,1,29.68835935,0.56208307,0.785494279,-0.014147444,0.026658639,0.060876018,0.086402204,0.221935788,4.543294782,0.12920063,0.845636765,0.929350972,0
140,하이트진로홀딩스,2011,0.6601,0.0573,1,28.22743501,0.581236142,0.19495278,-0.425240349,0.000605243,0.001445307,0.00236461,0.000165674,4.369447852,0.003046266,0.329798374,0.720706143,0
140,하이트진로홀딩스,2012,0.6601,0.0705,1,28.22720334,0.583268905,0.19495278,-0.117096596,0.108031727,0.25923606,-0.002892834,0.000165674,4.382026635,0.001735007,0.400502309,0.680122341,0
140,하이트진로홀딩스(주),2013,0.6602,0.0596,1,28.20818027,0.466423868,0.19495278,-0.048526713,-0.007295688,-0.013673191,0.008117716,0.000165674,4.394449155,0.001735007,0.29022273,0.627640162,0
140,하이트진로홀딩스(주),2014,0.6595,0.067,1,28.20091191,0.475384951,0.19495278,0.285899294,0.017373881,0.03311739,0.017273759,0.000165674,4.406719247,0.001735007,0.297301104,0.623478982,1
140,하이트진로홀딩스(주),2015,0.6591,0.0819,1,28.20611007,0.464178726,0.19495278,-0.350949983,0.010386993,0.019385183,0.006771198,0.000165674,4.418840608,0.001735007,0.328436968,0.637448153,0
140,하이트진로홀딩스(주),2016,0.6591,0.0734,1,28.20763019,0.460137277,0.19495278,0.002719863,0.013628824,0.02524498,0.011084731,0.000165674,4.430816799,0.001735007,0.293946708,0.577296301,0
140,하이트진로홀딩스(주),2017,0.6591,0.0506,1,28.12680635,0.40131474,0.19495278,-0.136350463,0.008661372,0.014467322,0.009146389,0.000165674,4.442651256,0.001735007,0.236895351,0.534881933,0
140,하이트진로홀딩스(주),2018,0.6591,0.0404,1,28.11548578,0.390492421,0.19495278,-0.119336846,0.004658493,0.007643043,0.00607683,0.000165674,4.454347296,0.001735007,0.216458694,0.486357296,0
140,하이트진로홀딩스(주),2019,0.6591,0.0681,1,28.11765034,0.386359084,0.19495278,0.016885558,0.005575462,0.00908587,0.00603972,0.000165674,4.465908119,0.001735007,0.306097984,0.572763133,0
140,하이트진로홀딩스(주),2020,0.6591,0.0495,1,28.1167687,0.384297989,0.19495278,0.059791405,0.008086457,0.013133718,0.008138764,0.000165674,4.477336814,0.001735007,0.347344159,0.596389124,0
140,하이트진로홀딩스(주),2021,0.6591,0.0692,1,28.11712555,0.38158697,0.19495278,0.122936842,0.010936313,0.017684481,0.011158234,0.000165674,4.48863637,0.001735007,0.279233552,0.549920927,0
140,하이트진로홀딩스(주),2022,0.659,0.0724,1,28.11574423,0.375554905,0.19495278,-0.129513599,0.005000538,0.00800797,0.005318611,0.000165674,4.49980967,0.001735007,0.222249862,0.513017394,0
140,하이트진로홀딩스,2023,0.659,0.0688,1,28.11402522,0.373857256,0.19495278,0.14860714,0.004510875,0.007204228,0.003022654,0.000165674,4.510859507,0.001735007,0.216458694,0.50521402,0
150,두산,2011,0.3734,0.0997,1,28.76107128,0.318858912,1.110853443,0.372904719,0.050172085,0.073658873,0.059280577,0.079616519,4.369447852,0.164662326,1.822930394,1.509695474,0
150,두산,2012,0.4489,0.1321,1,28.78716125,0.380633554,1.24270035,-0.046119777,0.025466217,0.041116559,0.065281674,0.083160591,4.382026635,0.122269566,1.402654029,1.249971677,0
150,(주)두산,2013,0.4484,0.1174,1,28.75921908,0.379189927,1.294126538,-0.102687576,0.048441435,0.078029396,0.074868259,0.077118553,4.394449155,0.142613484,1.480292672,1.287140849,0
150,(주)두산,2014,0.4405,0.0947,1,28.82240436,0.402154425,1.172709079,0.207834724,0.056628255,0.094720539,0.074933571,0.067648463,4.406719247,0.15060316,1.043116319,1.025928508,0
150,(주)두산,2015,0.4405,0.083,1,28.88652266,0.398638197,0.86117936,-0.061049412,0.035138969,0.058432326,0.059961175,0.059480704,4.418840608,0.145514369,0.892482142,0.934799252,0
150,(주)두산,2016,0.4637,0.0608,1,28.87754255,0.393582151,0.81982012,0.103321792,0.044218577,0.07291767,0.048060801,0.072502546,4.430816799,0.175992327,1.057225971,1.032283926,0
150,(주)두산,2017,0.488,0.0692,1,28.95135546,0.435851839,0.77724655,0.269790389,0.054771208,0.097086567,0.054463244,0.068805069,4.442651256,0.221495909,0.98618739,0.992307802,0
150,(주)두산,2018,0.5108,0.0602,1,29.00474413,0.443103193,0.743658218,0.112225166,0.040154962,0.072104853,0.020343971,0.095495492,4.454347296,0.246565849,0.882039259,0.942554586,0
150,(주)두산,2019,0.4726,0.0597,1,29.18583875,0.513012434,0.837641232,-0.294134121,0.133877,0.274908455,0.030090129,0.063956109,4.465908119,0.134420893,0.541638103,0.793150396,0
150,(주)두산,2020,0.4724,0.0508,1,29.18966579,0.548719896,0.54010639,-0.248152608,0.037922067,0.084032216,-0.052969707,0.045467258,4.477336814,0.109360493,0.326328303,0.669834882,0
150,(주)두산,2021,0.4723,0.1049,1,29.31997766,0.50990205,0.76367547,-0.375561681,0.075883755,0.154833856,-0.050468829,0.034595807,4.48863637,0.073308594,0.640036068,0.793417748,0
150,(주)두산,2022,0.3972,0.0797,1,29.30029028,0.426102911,0.673924807,0.113420555,0.033055184,0.057597756,-0.019133343,0.033722279,4.49980967,0.056742389,0.431325078,0.638848119,0
150,두산,2023,0.3987,0.0917,1,29.24301802,0.364923849,1.015244068,-0.083682083,-0.02231746,-0.035141393,-0.007072758,0.037291659,4.510859507,0.0626717,0.512040922,0.699139322,0
180,성창기업지주,2011,0.2863,0.0271,1,25.07396433,0.040949678,12.44255923,0.237830009,0.105075517,0.109562047,0.022823741,0.172749527,4.564348191,0.16942045,1.092010817,1.088291152,0
180,성창기업지주,2012,0.2863,0.0126,1,25.17632097,0.04042639,17.73107339,-0.278702663,0.06640886,0.069206634,0.056119806,0.158455269,4.574710979,0.138285467,1.259240409,1.252407554,0
180,성창기업지주(주),2013,0.2973,0.031,1,25.19602812,0.026743346,10.86202264,-0.19576012,0.013729446,0.014101112,-0.006722055,0.155432109,4.584967479,0.143518199,1.111485571,1.11023253,0
180,성창기업지주(주),2014,0.2973,0.0173,1,25.19484767,0.026743346,23.83700385,0.149203769,0.020892973,0.021130469,0.029846511,0.15421603,4.59511985,0.069033395,1.269542682,1.265015163,0
180,성창기업지주(주),2015,0.2894,0.0147,1,25.22038783,0.026743346,21.4201469,-0.038058913,0.022101578,0.022479161,0.020255066,0.148835707,4.605170186,0.067035751,1.894398399,1.884503922,0
180,성창기업지주(주),2016,0.2894,0.0173,1,25.50045016,0.026743346,32.47245771,-0.047250257,0.014754155,0.014919201,0.018043527,0.597977242,4.615120517,0.050263451,0.816413773,0.842654862,0
180,성창기업지주(주),2017,0.2912,0.0353,0,26.48216411,0.142936046,32.47245771,-0.002303966,0.028747385,0.033541703,0.038560996,0.597977242,4.624972813,0.012749146,0.664832209,0.712675894,0
180,성창기업지주(주),2018,0.2912,0.0416,0,26.49362151,0.142745473,32.47245771,-0.03803683,0.007695386,0.008976781,0.0063154,0.597977242,4.634728988,0.010003716,0.491817501,0.563658567,0
180,성창기업지주(주),2019,0.2932,0.0412,0,26.49037668,0.141368634,32.47245771,-0.277624267,0.006543226,0.00762053,0.007173848,0.597977242,4.644390899,0.009516941,0.363604908,0.458818946,0
180,성창기업지주(주),2020,0.3036,0.0267,0,26.61508307,0.149614664,32.47245771,0.123014208,0.002866391,0.003370696,0.002134515,0.597977242,4.65396035,0.009655606,0.505131645,0.579248897,0
180,성창기업지주(주),2021,0.3033,0.0251,0,26.61763395,0.149771653,12.98709687,0.159296363,0.001706759,0.002007412,0.00281053,0.597977242,4.663439094,0.010323097,0.552942377,0.621499816,0
180,성창기업지주(주),2022,0.303,0.0207,0,26.62122374,0.153352578,5.279672031,0.284738161,0.00067636,0.000798868,0.009677062,0.597977242,4.672828834,0.006570811,0.384019622,0.478633005,0
180,성창기업지주,2023,0.2951,0.0218,0,26.71260522,0.153598047,4.235806284,-0.105713394,0.007302733,0.008627973,0.006142026,0.597977242,4.682131227,0.001735007,0.397116229,0.486463562,0
210,DL,2011,0.24,0.3272,1,29.82152577,0.549505354,1.535843208,0.133090424,0.048252916,0.107110964,0.062282001,0.039092261,4.290459441,0.474870619,0.716962356,0.870756317,0
210,대림산업,2012,0.24,0.3625,1,29.88708041,0.543369282,1.554521631,0.258012226,0.051225989,0.11218253,0.075889258,0.035081144,4.304065093,0.449996776,0.628553775,0.824002049,0
210,디엘(주),2013,0.2399,0.3886,1,29.95005679,0.526181883,1.59833852,-0.06636951,0.016314633,0.034432269,0.006218468,0.036450818,4.317488114,0.394142562,0.661161283,0.830979099,0
210,디엘(주),2014,0.2399,0.286,1,29.92650059,0.50117595,1.684013189,-0.070643271,-0.047548187,-0.095320558,0.022733213,0.036836164,4.33073334,0.374213869,0.51204045,0.78295879,0
210,디엘(주),2015,0.2352,0.3338,1,29.93899998,0.555206554,1.738574633,0.036955506,0.012638721,0.02841481,0.073810736,0.036096484,4.343805422,0.36022423,0.509137378,0.780367925,1
210,디엘(주),2016,0.2334,0.3351,1,29.9583152,0.552558974,1.501275663,0.063758606,0.00366252,0.008185481,0.025645538,0.039993498,4.356708827,0.346324811,0.656762835,0.850191621,0
210,디엘(주),2017,0.2312,0.317,1,29.98943706,0.563542664,1.352927964,0.29743131,0.009741249,0.022318904,0.028492704,0.04288557,4.369447852,0.327242572,0.616977946,0.832655165,0
210,디엘(주),2018,0.2312,0.4027,1,29.99542666,0.563093473,1.291081759,-0.17599959,0.06705365,0.153473673,0.078285289,0.040387471,4.382026635,0.206045006,0.699159217,0.84755159,0
